name,source_ref,source_pool,decision,tier,category,relevance_score,quality_score,freshness_score,stability_score,uniqueness_score,ai_density_score,ai_density_estimate,marketing_risk,marketing_penalty,shallow_content_penalty,commercial_content_ratio,commercial_commentary_penalty,generic_tech_ratio,generic_tech_penalty,source_dependency_risk,final_score,exclusion_reason,keep_or_drop_reason
返朴,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
澎湃新闻,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
读者,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
半月谈,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
国家人文历史,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
人民日报评论,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
人民网,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
范冰的二次学习,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
南方人物周刊,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
正和岛,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
界面新闻,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
浪潮工作室,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
PriceTag发现好应用,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
红杉汇,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
银行螺丝钉,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
集思录,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
ETF进化论,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
阿虚同学,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
虹膜,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
环球设计,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
日本设计小站,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
Memm设计知识分享,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
设计癖,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
淘宝设计,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
独立鱼电影,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
澎湃思想市场,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
游戏葡萄,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
后浪研究所,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
太阳照常升起,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
GitHubDaily,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,4,5,5,4,4,4,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
GitHubStore,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
一天一篇经济学人,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
财经杂志,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,medium,3,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
得到,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
帆书樊登讲书,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
中国金融四十人论坛,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
Barrons巴伦,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
新榜,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
运营研究社,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
窄播,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
界面文化,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
Design360,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
BranD的好奇心,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
企鹅吃喝指南,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
Wallpaper中文版,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
工业设计,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
点拾投资,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
三折人生,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
小Lin说的公众号,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
刀法研究所,temporary_pool_ref_redacted,temporary_wechat_pool,drop,C,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,wechat_rss_high_risk,公众号 RSS 依赖第三方桥接和平台策略，作为可选高风险方向记录，不进入核心池。
张小珺Jùn｜商业访谈录,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,medium,3,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
罗永浩的十字路口,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
屠龙之术,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
42章经,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
硬地骇客,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
硅谷101,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
半拿铁 | 商业沉浮录,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,medium,3,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
开始连接 LinkStart,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
高能量,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
此话当真,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
牛油果烤面包,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
晚点聊 LateTalk,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
乱翻书,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
TIANYU2FM — 对谈未知领域,https://rsshub.xiaowuaiblog.com/xiaoyuzhou/podcast/5f22729f9504bbdb77253e46,temporary_podcast_pool,drop,out_of_scope,,4,5,5,4,4,4,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
声动早咖啡,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
科技乱炖,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
What's Next｜科技早知道,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
声东击西,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
疯投圈,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
商业就是这样,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,medium,3,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
枫言枫语,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
保持偏见,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
三五环,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
皮蛋漫游记,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
AI炼金术,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,4,5,5,4,4,4,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
十字路口Crossing,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
信号与噪声,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
人民公园说AI,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,4,5,5,4,4,4,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
跨国串门儿计划,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
知行小酒馆,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
搞钱女孩,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
起朱楼宴宾客,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
面基,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
第一财经,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,medium,3,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
无人知晓,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
纵横四海,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
自我进化论,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
自习室 STUDY ROOM,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
慢速生长,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
诗梳风,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
谭立人,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
李诞,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
岩中花述,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
蒋方舟·一寸,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
游荡集,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
一席,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
独树不成林,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
文化有限,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
忽左忽右,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
梁永安的播客,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
看理想圆桌,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
不合时宜,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
天真不天真,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
凹凸电波,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
随机波动StochasticVolatility,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
东腔西调,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
东亚观察局,temporary_pool_ref_redacted,temporary_podcast_pool,drop,out_of_scope,,2,3,5,4,4,2,low,low,1,3,0.1,1,0.2,2,8,,out_of_scope_media_type,本轮不做播客/YouTube/TTS/视频链路，避免把文本雷达主线复杂化。
